date, pm25, pm10, o3, no2, so2, co
2024/11/1, 20, 45, 44, 13, 3, 5
2024/11/2, 103, 58, 47, 19, 3, 6
2024/11/3, 140, 48, 58, 18, 4, 6
2024/11/4, 124, 21, 31, 10, 3, 3
2024/11/5, 45, 20, 35, 12, 3, 3
2024/11/6, 35, 22, 30, 12, 3, 3
2024/11/7, 35, 30, 34, 15, 3, 3
2024/11/8, 55, 29, 33, 12, 3, 3
2024/11/9, 46, 27, 40, 11, 3, 4
2024/11/10, 61, 32, 41, 15, 3, 4
2024/11/11, 87, 37, 41, 16, 3, 4
2024/11/12, 93, 40, 42, 16, 3, 4
2024/11/13, 115, 25, , 12, , 4
2024/10/1, 30, 24, 39, 8, 3, 3
2024/10/2, 39, 20, 40, 7, 3, 3
2024/10/3, 33, 18, 41, 7, 3, 3
2024/10/4, 34, 17, 37, 7, 3, 3
2024/10/5, 31, 16, 32, 9, 2, 3
2024/10/6, 41, 12, 39, 8, 3, 3
2024/10/7, 36, 33, 39, 11, 3, 4
2024/10/8, 94, 32, 42, 16, 3, 4
2024/10/9, 73, 56, 69, 28, 4, 7
2024/10/10, 128, 60, 68, 24, 3, 6
2024/10/11, 146, 41, 58, 13, 3, 4
2024/10/12, 110, 17, 47, 10, 3, 3
2024/10/13, 43, 35, 34, 14, 3, 4
2024/10/14, 60, 43, 33, 16, 3, 6
2024/10/15, 108, 22, 33, 13, 3, 3
2024/10/16, 71, 28, 38, 11, 3, 4
2024/10/17, 68, 35, 50, 12, 3, 4
2024/10/18, 73, 25, 31, 9, 3, 4
2024/10/19, 52, 34, 30, 11, 3, 4
2024/10/20, 48, 37, 15, 20, 3, 8
2024/10/21, 82, 41, 23, 15, 3, 7
2024/10/22, 104, 32, 32, 12, 3, 6
2024/10/23, 95, 20, 37, 10, 3, 3
2024/10/24, 46, 33, 38, 9, 3, 3
2024/10/25, 47, 10, 25, 10, 3, 3
2024/10/26, 23, 14, 32, 11, 3, 3
2024/10/27, 34, 44, 35, 13, 3, 4
2024/10/28, 115, 18, 35, 15, 3, 4
2024/10/29, 49, 27, 38, 11, 7, 4
2024/10/30, 54, 21, 29, 12, 3, 3
2024/10/31, 49, 6, 37, 6, 3, 3
2024/7/1, 76, 22, 41, 6, 3, 4
2024/7/2, 63, 21, 72, 8, 3, 5
2024/7/3, 60, 33, 62, 11, 3, 5
2024/7/4, 80, 42, 14, 19, 3, 6
2024/7/5, 83, 39, 80, 10, 5, 5
2024/7/6, 79, 40, 74, 9, 4, 4
2024/7/7, 74, 38, 63, 10, 5, 4
2024/7/8, 73, 37, 74, 9, 4, 4
2024/7/9, 69, 34, 33, 11, 3, 5
2024/7/10, 67, 22, 39, 10, 2, 5
2024/7/11, 54, 21, 25, 12, 3, 5
2024/7/12, 70, 34, 34, 13, 3, 5
2024/7/13, 93, 47, 49, 10, 3, 5
2024/7/14, 126, 35, 55, 15, 4, 5
2024/7/15, 95, 19, 46, 8, 5, 3
2024/7/16, 53, 30, 74, 9, 6, 3
2024/7/17, 56, 33, 45, 9, 3, 4
2024/7/18, 70, 32, 72, 11, 5, 4
2024/7/19, 75, 31, 75, 10, 8, 4
2024/7/20, 68, 32, 79, 8, 5, 4
2024/7/21, 57, 24, 62, 6, 5, 3
2024/7/22, 48, 20, 42, 6, 5, 3
2024/7/23, 35, 24, 20, 4, 2, 3
2024/7/24, 34, 25, 20, 3, 2, 3
2024/7/25, 32, 32, 19, 4, 2, 3
2024/7/26, 44, 25, 25, 3, 2, 3
2024/7/27, 41, 21, 31, 4, 3, 3
2024/7/28, 42, 18, 43, 5, 4, 3
2024/7/29, 37, 19, 39, 6, 5, 3
2024/7/30, 37, 27, 72, 6, 3, 3
2024/7/31, 56, 30, 53, 8, 3, 4
2024/8/1, 45, 40, 118, 9, 3, 4
2024/8/2, 98, 40, 89, 9, 3, 4
2024/8/3, 101, 30, 70, 8, 3, 3
2024/8/4, 78, 34, 71, 8, 3, 3
2024/8/5, 90, 30, 42, 6, 3, 2
2024/8/6, 52, 25, 44, 6, 3, 3
2024/8/7, 61, 35, 79, 10, 3, 4
2024/8/8, 70, 30, 86, 9, 3, 4
2024/8/9, 60, 37, 92, 7, 3, 4
2024/8/10, 67, 41, 86, 8, 3, 5
2024/8/11, 77, 42, 68, 10, 3, 6
2024/8/12, 86, 33, 59, 6, 2, 5
2024/8/13, 78, 18, 48, 6, 2, 4
2024/8/14, 40, 24, 42, 6, 2, 5
2024/8/15, 53, 31, 33, 7, 2, 3
2024/8/16, 72, 18, 37, 5, 2, 3
2024/8/17, 48, 15, 31, 5, 2, 3
2024/8/18, 36, 16, 30, 5, 2, 3
2024/8/19, 33, 22, 61, 6, 3, 4
2024/8/20, 50, 20, 43, 7, 2, 4
2024/8/21, 37, 32, 91, 8, 2, 6
2024/8/22, 79, 28, 101, 7, 3, 6
2024/8/23, 66, 26, 47, 5, 2, 5
2024/8/24, 61, 24, 52, 6, 2, 5
2024/8/25, 56, 21, 49, 6, 2, 5
2024/8/26, 48, 40, 68, 10, 3, 8
2024/8/27, 75, 27, 34, 8, 2, 7
2024/8/28, 76, 15, 34, 5, 3, 5
2024/8/29, 41, 26, 49, 8, 3, 6
2024/8/30, 60, 24, 67, 8, 3, 5
2024/8/31, 61, 32, 91, 7, 3, 5
2024/9/1, 67, 33, 90, 9, 4, 6
2024/9/2, 76, 24, 30, 8, 2, 5
2024/9/3, 57, 23, 49, 7, 2, 5
2024/9/4, 55, 21, 45, 6, 2, 4
2024/9/5, 53, 36, 33, 6, 3, 4
2024/9/6, 76, 41, 37, 5, 3, 3
2024/9/7, 95, 24, 27, 7, 3, 3
2024/9/8, 66, 18, 25, 6, 3, 3
2024/9/9, 48, 27, 31, 7, 3, 4
2024/9/10, 67, 12, 17, 5, 2, 3
2024/9/11, 26, 23, 45, 6, 2, 3
2024/9/12, 52, 16, 31, 5, 2, 2
2024/9/13, 31, 16, 19, 7, 3, 3
2024/9/14, 35, 20, 27, 4, 2, 2
2024/9/15, 47, 13, 21, 3, 2, 2
2024/9/16, 32, 18, 22, 3, 2, 2
2024/9/17, 28, 21, 19, 5, 3, 3
2024/9/18, 40, 26, 10, 4, 2, 3
2024/9/19, 36, 16, 18, 9, 2, 3
2024/9/20, 39, 19, 28, 8, 2, 3
2024/9/21, 39, 29, 36, 9, 3, 3
2024/9/22, 47, 26, 40, 10, 3, 4
2024/9/23, 43, 26, 28, 13, 2, 4
2024/9/24, 52, 25, 20, 20, 2, 5
2024/9/25, 73, 13, 30, 15, 3, 4
2024/9/26, 46, 22, 54, 9, 3, 3
2024/9/27, 45, 31, 52, 8, 3, 4
2024/9/28, 62, 29, 37, 8, 2, 3
2024/9/29, 51, 31, 33, 6, 3, 3
2024/9/30, 61, 17, 32, 6, 2, 3
2024/4/1, 114, 27, 38, 18, 4, 6
2024/4/2, 63, 23, 39, 13, 3, 5
2024/4/3, 67, 37, 48, 12, 4, 6
2024/4/4, 77, 46, 53, 11, 4, 5
2024/4/5, 90, 38, 38, 13, 3, 4
2024/4/6, 97, 37, 35, 17, 3, 4
2024/4/7, 97, 30, 37, 18, 3, 6
2024/4/8, 87, 49, 60, 24, 4, 6
2024/4/9, 122, 52, 53, 15, 4, 5
2024/4/10, 106, 42, 43, 12, 3, 4
2024/4/11, 72, 26, 24, 15, 3, 4
2024/4/12, 60, 20, 30, 12, , 4
2024/4/13, 71, 20, 32, 11, 3, 5
2024/4/14, 59, 45, 55, 14, 3, 7
2024/4/15, 123, 42, 43, 16, 3, 6
2024/4/16, 112, 18, 34, 13, 3, 5
2024/4/17, 54, 73, 34, 17, 6, 8
2024/4/18, 106, 104, 38, 12, 3, 4
2024/4/19, 117, 44, 50, 10, 4, 6
2024/4/20, 88, 29, 38, 11, 3, 5
2024/4/21, 83, 33, 32, 15, 4, 5
2024/4/22, 95, 35, 40, 14, 3, 5
2024/4/23, 102, 38, 51, 15, 5, 6
2024/4/24, 90, 34, 42, 12, 4, 4
2024/4/25, 55, 36, 43, 9, 3, 4
2024/4/26, 71, 24, 34, 11, 3, 4
2024/4/27, 50, 23, 30, 12, 3, 5
2024/4/28, 69, 32, 34, 12, 3, 6
2024/4/29, 94, 31, 41, 13, 4, 5
2024/4/30, 89, 27, 45, 10, 4, 5
2024/5/1, 81, 27, 42, 9, 4, 4
2024/5/2, 62, 29, 51, 9, 4, 4
2024/5/3, 67, 38, 39, 9, 4, 4
2024/5/4, 80, 36, 31, 10, , 7
2024/5/5, 78, 62, 68, 13, 4, 7
2024/5/6, 121, 49, 75, 12, 4, 7
2024/5/7, 123, 34, 47, 12, 4, 6
2024/5/8, 87, 19, 38, 11, 4, 4
2024/5/9, 53, 27, 59, 8, 4, 4
2024/5/10, 53, 47, 34, 12, 4, 5
2024/5/11, 99, 56, 42, 10, 4, 5
2024/5/12, 88, 65, 56, 16, 4, 5
2024/5/13, 79, 39, 83, 11, 5, 4
2024/5/14, 64, 42, 51, 10, 4, 4
2024/5/15, 72, 31, 64, 14, 4, 4
2024/5/16, 57, 41, 77, 11, 5, 4
2024/5/17, 80, 32, 61, 6, 4, 4
2024/5/18, 56, 29, 39, 5, 4, 3
2024/5/19, 56, 24, 36, 6, , 3
2024/5/20, 52, 24, 35, 8, 5, 3
2024/5/21, 58, 35, 45, 11, 4, 3
2024/5/22, 74, 21, 42, 7, 4, 3
2024/5/23, 55, 19, 42, 7, 3, 3
2024/5/24, 55, 21, 35, 6, 3, 3
2024/5/25, 58, 26, 59, 9, 3, 5
2024/5/26, 70, 23, 40, 7, 4, 4
2024/5/27, 67, 17, 49, 10, 4, 3
2024/5/28, 51, 21, 50, 10, 4, 4
2024/5/29, 48, 36, 67, 10, 4, 4
2024/5/30, 71, 46, 37, 14, 3, 7
2024/5/31, 125, 45, 55, 14, 4, 6
2024/6/1, 121, 16, 52, 10, 4, 3
2024/6/2, 54, 37, 108, 15, 4, 4
2024/6/3, 74, 47, 87, 8, 4, 5
2024/6/4, 97, 28, 45, 8, 4, 4
2024/6/5, 68, 14, 52, 7, 3, 3
2024/6/6, 51, 17, 44, 8, 4, 3
2024/6/7, 53, 21, 61, 7, 4, 4
2024/6/8, 64, 29, 98, 11, 4, 4
2024/6/9, 79, 23, 50, 9, 4, 4
2024/6/10, 62, 15, 44, 8, 3, 3
2024/6/11, 49, 29, 49, 10, 3, 4
2024/6/12, 84, 49, 70, 10, 3, 5
2024/6/13, 131, 33, 64, 9, 3, 4
2024/6/14, 98, 24, 65, 10, 4, 5
2024/6/15, 67, 25, 52, 11, 4, 4
2024/6/16, 69, 16, 45, 7, 3, 4
2024/6/17, 53, 18, 61, 7, 4, 4
2024/6/18, 55, 19, 35, 9, 3, 4
2024/6/19, 49, 18, 34, 11, 3, 5
2024/6/20, 56, 32, 14, 20, 3, 6
2024/6/21, 89, 30, 36, 15, 3, 4
2024/6/22, 84, 20, 38, 9, 3, 4
2024/6/23, 59, 27, 34, 12, 3, 4
2024/6/24, 78, 31, 38, 13, 3, 4
2024/6/25, 80, 20, 35, 10, 3, 4
2024/6/26, 62, 13, 27, 11, 3, 4
2024/6/27, 50, 16, 19, 12, 3, 4
2024/6/28, 54, 25, 34, 9, 3, 5
2024/6/29, 70, 21, 18, 11, 3, 5
2024/6/30, 52, 29, 41, 9, 3, 5
2024/1/1, 151, 54, 28, 23, 3, 7
2024/1/2, 113, 75, 28, 23, 3, 10
2024/1/3, 164, 89, 39, 31, 4, 12
2024/1/4, 177, 73, 25, 37, 5, 10
2024/1/5, 165, 100, 34, 43, 5, 13
2024/1/6, 192, 54, 29, 18, 4, 8
2024/1/7, 126, 21, 21, 19, 3, 5
2024/1/8, 53, 70, 22, 35, 4, 8
2024/1/9, 138, 80, 21, 21, 3, 9
2024/1/10, 171, 80, 27, 30, 3, 10
2024/1/11, 170, 85, 25, 47, 4, 11
2024/1/12, 172, 105, 31, 49, 5, 12
2024/1/13, 185, 73, 31, 24, 4, 8
2024/1/14, 158, 25, 27, 13, 3, 5
2024/1/15, 67, 21, 29, 16, 2, 4
2024/1/16, 31, 37, 31, 25, 3, 6
2024/1/17, 53, 53, 11, 23, 3, 9
2024/1/18, 130, 42, 23, 15, 3, 8
2024/1/19, 102, 35, 9, 19, 2, 10
2024/1/20, 100, 47, 26, 13, 2, 9
2024/1/21, 119, 31, 23, 10, 2, 6
2024/1/22, 72, 32, 23, 13, 3, 8
2024/1/23, 69, 46, 20, 20, 4, 7
2024/1/24, 88, 58, 21, 32, 5, 8
2024/1/25, 118, 72, 21, 38, 6, 9
2024/1/26, 155, 83, 20, 39, 5, 9
2024/1/27, 164, 87, 31, 33, 5, 8
2024/1/28, 168, 78, 34, 24, 4, 6
2024/1/29, 163, 29, 27, 18, 3, 4
2024/1/30, 79, 24, 11, 26, , 4
2024/1/31, 75, 18, 31, 15, 3, 3
2024/2/1, 51, 26, 26, 11, 2, 3
2024/2/2, 45, 15, 24, 12, 2, 5
2024/2/3, 46, 27, 21, 16, , 7
2024/2/4, 74, 35, 24, 11, , 6
2024/2/5, 96, 53, 26, 12, 3, 7
2024/2/6, 140, 38, 34, 11, 3, 7
2024/2/7, 98, 53, 42, 12, 4, 8
2024/2/8, 128, 83, 53, 17, 5, 10
2024/2/9, 177, 111, 41, 16, 6, 8
2024/2/10, 217, 73, 44, 16, 4, 6
2024/2/11, 153, 73, 51, 12, 4, 4
2024/2/12, 133, 50, 42, 10, 4, 3
2024/2/13, 86, 46, 42, 12, 4, 3
2024/2/14, 104, 37, 30, 13, 3, 4
2024/2/15, 93, 23, 35, 9, 3, 3
2024/2/16, 56, 23, 39, 8, 3, 3
2024/2/17, 52, 27, 31, 10, 4, 3
2024/2/18, 64, 36, 19, 12, 3, 4
2024/2/19, 91, 18, 25, 9, 3, 3
2024/2/20, 51, 11, 20, 10, 3, 5
2024/2/21, 36, 21, 19, 10, , 5
2024/2/22, 65, 41, 21, 12, 3, 8
2024/2/23, 101, 42, 17, 14, 3, 9
2024/2/24, 115, 59, 34, 11, 3, 6
2024/2/25, 155, 53, 38, 11, 3, 6
2024/2/26, 129, 53, 33, 14, 4, 6
2024/2/27, 109, 31, 22, 19, 3, 4
2024/2/28, 80, 18, 34, 19, 3, 6
2024/2/29, 60, 36, 33, 8, 3, 4
2024/3/1, 69, 53, 36, 15, 3, 4
2024/3/2, 105, 57, 46, 16, 3, 4
2024/3/3, 126, 32, 38, 17, 3, 3
2024/3/4, 68, 25, 30, 24, 3, 7
2024/3/5, 74, 45, 33, 13, 3, 4
2024/3/6, 102, 44, 33, 17, 4, 4
2024/3/7, 82, 60, 41, 16, 3, 4
2024/3/8, 134, 64, 42, 22, 4, 4
2024/3/9, 149, 39, 41, 12, 3, 2
2024/3/10, 88, 48, 29, 24, 4, 4
2024/3/11, 101, 71, 44, 28, 4, 5
2024/3/12, 152, 38, 40, 19, 3, 3
2024/3/13, 88, 53, 23, 32, 4, 4
2024/3/14, 93, 39, 42, 23, 3, 2
2024/3/15, 73, 32, 29, 19, 3, 3
2024/3/16, 76, 63, 33, 18, 3, 5
2024/3/17, 107, 56, 31, 15, 3, 4
2024/3/18, 64, 70, 38, 18, 4, 5
2024/3/19, 104, 94, 39, 19, 4, 5
2024/3/20, 85, 58, 59, 16, 5, 4
2024/3/21, 73, 63, 61, 16, 4, 5
2024/3/22, 76, 68, 30, 32, 5, 7
2024/3/23, 111, 61, 26, 29, 5, 9
2024/3/24, 140, 39, 26, 20, 3, 6
2024/3/25, 106, 29, 39, 14, 3, 5
2024/3/26, 81, 29, 46, 13, 3, 4
2024/3/27, 75, 39, 28, 21, 3, 7
2024/3/28, 102, 48, 54, 21, 4, 7
2024/3/29, 110, 57, 71, 26, 5, 7
2024/3/30, 100, 62, 44, 18, 4, 7
2024/3/31, 137, 62, 65, 20, 4, 6
2023/10/1, 57, 19, 41, 9, 1, 3
2023/10/2, 29, 20, 40, 10, , 3
2023/10/3, 33, 18, 43, 8, 2, 3
2023/10/4, 39, 33, 38, 8, 2, 3
2023/10/5, 48, 23, 35, 8, 2, 2
2023/10/6, 38, 20, 37, 9, 1, 3
2023/10/7, 35, 16, 36, 10, 2, 6
2023/10/8, 39, 33, 38, 15, 2, 6
2023/10/9, 75, 40, 47, 14, 2, 6
2023/10/10, 96, 25, 47, 12, 2, 5
2023/10/11, 64, 27, 41, 15, , 5
2023/10/12, 62, 19, 40, 12, 2, 5
2023/10/13, 58, 53, 56, 27, 2, 7
2023/10/14, 140, 60, 62, 23, 2, 7
2023/10/15, 149, 65, 72, 26, 3, 9
2023/10/16, 148, 49, 74, 17, 2, 6
2023/10/17, 131, 42, 81, 14, 2, 5
2023/10/18, 103, 57, 90, 21, 3, 7
2023/10/19, 129, 23, 35, 14, 2, 4
2023/10/20, 66, 30, 34, 17, 2, 5
2023/10/21, 53, 35, 43, 15, 2, 4
2023/10/22, 63, 26, 46, 13, 2, 4
2023/10/23, 50, 35, 54, 15, 2, 4
2023/10/24, 66, 54, 73, 24, 3, 7
2023/10/25, 130, 49, 79, 20, 3, 5
2023/10/26, 129, 46, 57, 19, 2, 5
2023/10/27, 115, 21, 43, 19, 2, 3
2023/10/28, 41, 35, 58, 12, 2, 4
2023/10/29, 54, 33, 46, 10, 2, 5
2023/10/30, 62, 36, 65, 15, 3, 5
2023/10/31, 72, 35, 60, 13, 3, 5
2023/11/1, 72, 27, 54, 10, 3, 4
2023/11/2, 58, 41, 58, 15, 3, 6
2023/11/3, 79, 28, 31, 11, 2, 4
2023/11/4, 70, 19, 34, 7, 2, 4
2023/11/5, 44, 30, 28, 11, 2, 6
2023/11/6, 72, 48, 36, 17, 3, 6
2023/11/7, 78, 44, 34, 16, 3, 5
2023/11/8, 80, 52, 35, 26, 3, 8
2023/11/9, 116, 23, 34, 7, 2, 5
2023/11/10, 64, 25, 29, 8, , 4
2023/11/11, 44, 32, 24, 12, 2, 5
2023/11/12, 81, 31, 25, 16, 3, 6
2023/11/13, 74, 59, 28, 34, 3, 9
2023/11/14, 126, 74, 35, 37, 4, 11
2023/11/15, 164, 84, 29, 26, 3, 9
2023/11/16, 157, 86, 25, 18, 3, 7
2023/11/17, 89, 46, 22, 22, 3, 7
2023/11/18, 73, 58, 30, 35, 3, 7
2023/11/19, 107, 77, 41, 37, 4, 9
2023/11/20, 156, 57, 50, 26, 3, 6
2023/11/21, 129, 52, 39, 33, 3, 6
2023/11/22, 108, 89, 52, 34, 5, 9
2023/11/23, 162, 30, 27, 12, 3, 5
2023/11/24, 56, 24, 28, 15, 2, 4
2023/11/25, 44, 41, 24, 21, 3, 4
2023/11/26, 68, 72, 34, 25, 4, 7
2023/11/27, 144, 81, 37, 25, 5, 8
2023/11/28, 157, 66, 42, 19, 4, 6
2023/11/29, 128, 31, 23, 12, 3, 4
2023/11/30, 63, 43, 23, 16, 4, 6
2023/12/1, 83, 47, 22, 24, 4, 8
2023/12/2, 92, 65, 25, 33, 4, 10
2023/12/3, 141, 69, 24, 35, 3, 7
2023/12/4, 153, 74, 26, 37, 3, 8
2023/12/5, 164, 82, 29, 32, 4, 7
2023/12/6, 157, 101, 37, 34, 4, 7
2023/12/7, 147, 64, 36, 26, 4, 4
2023/12/8, 104, 64, 24, 36, 4, 5
2023/12/9, 117, 52, 17, 28, 3, 5
2023/12/10, 111, 23, 18, 14, 2, 5
2023/12/11, 66, 43, 17, 16, 2, 7
2023/12/12, 106, 50, 18, 21, 2, 6
2023/12/13, 105, 43, 27, 25, 3, 6
2023/12/14, 106, 34, 13, 21, 2, 9
2023/12/15, 83, 40, 23, 10, 2, 9
2023/12/16, 103, 27, 24, 10, 3, 7
2023/12/17, 71, 18, 20, 13, 2, 4
2023/12/18, 52, 23, 19, 16, 2, 5
2023/12/19, 64, 53, 23, 13, 3, 6
2023/12/20, 118, 35, 26, 10, 3, 6
2023/12/21, 77, 38, 22, 15, 4, 8
2023/12/22, 82, 53, 11, 26, 3, 9
2023/12/23, 109, 73, 19, 33, 4, 9
2023/12/24, 153, 82, 23, 37, 5, 11
2023/12/25, 161, 84, 23, 33, 5, 7
2023/12/26, 165, 56, 22, 29, 3, 4
2023/12/27, 133, 67, 18, 41, 3, 6
2023/12/28, 147, 59, 24, 25, 2, 3
2023/12/29, 145, 73, 20, 30, 3, 6
2023/12/30, 156, 112, 31, 21, 3, 12
2023/12/31, 218, 67, 27, 20, 3, 8
2023/7/1, 63, 37, 80, 11, 1, 5
2023/7/2, 103, 37, 75, 14, 1, 5
2023/7/3, 85, 30, 57, 10, 2, 5
2023/7/4, 83, 30, 61, 10, 1, 5
2023/7/5, 76, 40, 65, 11, 2, 5
2023/7/6, 107, 34, 61, 11, 2, 6
2023/7/7, 88, 30, 34, 15, 1, 5
2023/7/8, 75, 37, 41, 12, 1, 5
2023/7/9, 96, 28, 33, 15, 1, 4
2023/7/10, 65, 39, 91, 10, 2, 5
2023/7/11, 89, 44, 97, 9, 1, 5
2023/7/12, 112, 41, 81, 10, 2, 5
2023/7/13, 73, 42, 97, 11, 1, 5
2023/7/14, 82, 35, 86, 12, 1, 5
2023/7/15, 77, 20, 24, 10, 1, 3
2023/7/16, 50, 16, 15, 7, 1, 2
2023/7/17, 29, 14, 22, 7, 1, 2
2023/7/18, 31, 18, 22, 11, 1, 2
2023/7/19, 38, 19, 17, 13, 1, 2
2023/7/20, 47, 22, 39, 10, 1, 3
2023/7/21, 58, 21, 29, 12, 1, 3
2023/7/22, 54, 21, 41, 6, 1, 2
2023/7/23, 48, 30, 46, 10, 1, 4
2023/7/24, 67, 20, 36, 6, 1, 3
2023/7/25, 43, 23, 24, 4, 1, 3
2023/7/26, 40, 18, 15, 5, , 3
2023/7/27, 26, 20, 13, 4, , 3
2023/7/28, 17, 17, 12, 4, , 3
2023/7/29, 20, 17, 22, 4, 1, 3
2023/7/30, 27, 21, 18, 5, 1, 3
2023/7/31, 54, 17, 16, 4, 1, 3
2023/8/1, 50, 20, 17, 4, 1, 3
2023/8/2, 49, 28, 16, 4, 1, 3
2023/8/3, 51, 23, 15, 4, 1, 3
2023/8/4, 54, 23, 16, 5, 1, 3
2023/8/5, 58, 28, 37, 9, 1, 5
2023/8/6, 65, 25, 25, 7, 1, 4
2023/8/7, 56, 29, 36, 6, 1, 6
2023/8/8, 59, 32, 34, 7, 1, 6
2023/8/9, 65, 52, 71, 7, 1, 6
2023/8/10, 85, 51, 96, 8, 1, 7
2023/8/11, 107, 43, 85, 7, 1, 6
2023/8/12, 109, 27, 43, 6, 1, 4
2023/8/13, 64, 22, 34, 5, 1, 5
2023/8/14, 54, 26, 29, 6, , 5
2023/8/15, 60, 38, 45, 10, , 5
2023/8/16, 72, 30, 46, 10, , 7
2023/8/17, 76, 28, 46, 14, , 6
2023/8/18, 68, 27, 41, 5, , 5
2023/8/19, 70, 21, 36, 4, , 5
2023/8/20, 63, 25, 79, 6, 1, 4
2023/8/21, 54, 33, 73, 8, 1, 5
2023/8/22, 71, 31, 51, 9, 1, 6
2023/8/23, 81, 30, 92, 9, 1, 5
2023/8/24, 71, 29, 77, 8, 1, 4
2023/8/25, 59, 26, 61, 7, 1, 3
2023/8/26, 55, 18, 28, 6, 1, 3
2023/8/27, 38, 16, 32, 8, 1, 4
2023/8/28, 33, 16, 28, 12, 1, 6
2023/8/29, 45, 11, 38, 10, 1, 4
2023/8/30, 39, 27, 40, 13, 1, 5
2023/8/31, 75, 15, 44, 8, 1, 3
2023/9/1, 40, 30, 59, 6, 1, 4
2023/9/2, 58, 27, 56, 7, 1, 5
2023/9/3, 58, 18, 18, 10, 1, 6
2023/9/4, 48, 23, 24, 8, 1, 6
2023/9/5, 54, 22, 26, 7, 1, 6
2023/9/6, 53, 34, 44, 8, 1, 7
2023/9/7, 75, 25, 50, 8, 1, 6
2023/9/8, 63, 23, 59, 10, 1, 6
2023/9/9, 53, 26, 74, 9, 1, 6
2023/9/10, 55, 32, 68, 10, 1, 6
2023/9/11, 59, 24, 38, 9, 1, 5
2023/9/12, 57, 22, 34, 11, 1, 6
2023/9/13, 53, 19, 27, 12, 1, 6
2023/9/14, 54, 21, 21, 19, 1, 6
2023/9/15, 59, 26, 24, 20, 1, 7
2023/9/16, 76, 40, 92, 17, 1, 8
2023/9/17, 104, 37, 78, 8, 1, 5
2023/9/18, 105, 20, 58, 7, 2, 4
2023/9/19, 58, 20, 40, 9, 1, 4
2023/9/20, 39, 19, 38, 10, 1, 3
2023/9/21, 43, 16, 30, 11, 1, 3
2023/9/22, 45, 12, 32, 14, 1, 3
2023/9/23, 40, 17, 27, 13, 1, 3
2023/9/24, 47, 42, 37, 21, 1, 6
2023/9/25, 74, 43, 51, 13, 1, 6
2023/9/26, 111, 42, 62, 11, 1, 6
2023/9/27, 114, 39, 44, 11, 1, 6
2023/9/28, 110, 40, 62, 8, 1, 5
2023/9/29, 110, 35, 39, 9, 1, 7
2023/9/30, 99, 21, 46, 8, 2, 4
2023/4/1, 92, 50, 61, 23, 3, 5
2023/4/2, 84, 47, 51, 10, 2, 4
2023/4/3, 77, 28, 38, 9, 2, 4
2023/4/4, 57, 37, 31, 10, 2, 6
2023/4/5, 86, 49, 28, 16, 2, 7
2023/4/6, 121, 66, 44, 16, 2, 8
2023/4/7, 142, 59, 50, 16, 3, 5
2023/4/8, 85, 50, 75, 18, 4, 4
2023/4/9, 71, 48, 75, 14, 4, 5
2023/4/10, 75, 135, 47, 17, 3, 6
2023/4/11, 101, 192, 37, 11, 2, 5
2023/4/12, 121, 131, 38, 16, 2, 5
2023/4/13, 128, 75, 33, 20, 3, 8
2023/4/14, 125, 59, 47, 14, 2, 6
2023/4/15, 106, 66, 70, 12, 3, 6
2023/4/16, 101, 62, 68, 11, 2, 5
2023/4/17, 93, 65, 66, 20, 4, 7
2023/4/18, 105, 32, 35, 11, 2, 5
2023/4/19, 72, 25, 38, 11, 2, 5
2023/4/20, 71, 47, 44, 7, 2, 4
2023/4/21, 66, 80, 44, 8, 3, 4
2023/4/22, 75, 83, 36, 8, 2, 4
2023/4/23, 87, 38, 36, 8, 2, 4
2023/4/24, 66, 42, 31, 16, 3, 6
2023/4/25, 83, 58, 52, 14, 3, 7
2023/4/26, 133, 54, 65, 11, 3, 6
2023/4/27, 124, 50, 67, 15, 3, 6
2023/4/28, 116, 62, 29, 17, 3, 6
2023/4/29, 124, 77, 68, 15, 3, 4
2023/4/30, 89, 64, 94, 17, 4, 4
2023/5/1, 86, 47, 62, 7, 3, 4
2023/5/2, 58, 40, 44, 7, 2, 5
2023/5/3, 60, 29, 40, 10, 3, 5
2023/5/4, 56, 28, 36, 14, 2, 7
2023/5/5, 62, 34, 41, 11, 2, 8
2023/5/6, 89, 18, 35, 8, 2, 4
2023/5/7, 45, 29, 47, 7, 2, 4
2023/5/8, 66, 34, 59, 15, 2, 4
2023/5/9, 70, 30, 53, 12, 2, 4
2023/5/10, 64, 46, 46, 23, 3, 5
2023/5/11, 82, 75, 108, 26, 4, 6
2023/5/12, 156, 61, 116, 17, 3, 6
2023/5/13, 147, 62, 104, 17, 3, 7
2023/5/14, 138, 58, 94, 16, 3, 6
2023/5/15, 111, 44, 73, 11, 4, 5
2023/5/16, 68, 21, 41, 7, 2, 4
2023/5/17, 40, 25, 38, 12, , 6
2023/5/18, 73, 16, 37, 11, 2, 5
2023/5/19, 42, 30, 58, 11, 2, 4
2023/5/20, 70, 35, 55, 10, 2, 4
2023/5/21, 84, 63, 34, 9, 2, 4
2023/5/22, 90, 73, 59, 17, 3, 5
2023/5/23, 98, 58, 48, 18, 3, 5
2023/5/24, 81, 49, 78, 11, 3, 5
2023/5/25, 94, 50, 49, 11, 2, 5
2023/5/26, 75, 31, 39, 7, 2, 5
2023/5/27, 56, 35, 60, 8, 3, 3
2023/5/28, 55, 38, 94, 11, 3, 4
